make,model,yearStart,yearEnd,bodyTypes,fuelTypes,transmissions,drivetrains,engineCode,displacement,engineType,horsepower_hp,torque_nm
"BMW","X5","1999","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","AWD","S63B44","4.4L BiTurbo","V8 BiTurbo","617","750"
"BMW","X5","1999","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","AWD","B57D30","3.0L TD","Inline-6 Diesel","265","620"
"BMW","X3","2003","present","SUV","GASOLINE;DIESEL","Automatic","AWD","B46D20","2.0L Turbo","Inline-4 Turbo","184","300"
"BMW","X3","2003","present","SUV","GASOLINE;DIESEL","Automatic","AWD","B48B20","2.0L Turbo","Inline-4 Turbo","252","350"
"BMW","X3","2003","present","SUV","GASOLINE;DIESEL","Automatic","AWD","B47D20","2.0L TD","Inline-4 Diesel","190","400"
"Volkswagen","Golf","1974","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD;4WD","EA211 1.2 TSI","1.2L Turbo","Inline-4 Turbo","105","175"
"Volkswagen","Golf","1974","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD;4WD","EA211 1.4 TSI","1.4L Turbo","Inline-4 Turbo","150","250"
"Volkswagen","Golf","1974","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD;4WD","EA888 2.0 TSI","2.0L Turbo","Inline-4 Turbo","245","370"
"Volkswagen","Golf","1974","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD;4WD","EA288 2.0 TDI","2.0L TD","Inline-4 Diesel","150","340"
"Volkswagen","Polo","1975","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD","EA211 1.0 TSI","1.0L Turbo","Inline-3 Turbo","95","160"
"Volkswagen","Polo","1975","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD","EA211 1.2 TSI","1.2L Turbo","Inline-4 Turbo","90","160"
"Volkswagen","Polo","1975","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual;DSG","FWD","EA288 1.4 TDI","1.4L TD","Inline-4 Diesel","90","230"
"Volkswagen","Tiguan","2007","present","SUV","GASOLINE;DIESEL","Automatic;DSG","FWD;4WD","EA888 1.4 TSI","1.4L Turbo","Inline-4 Turbo","150","250"
"Volkswagen","Tiguan","2007","present","SUV","GASOLINE;DIESEL","Automatic;DSG","FWD;4WD","EA888 2.0 TSI","2.0L Turbo","Inline-4 Turbo","190","320"
"Volkswagen","Tiguan","2007","present","SUV","GASOLINE;DIESEL","Automatic;DSG","FWD;4WD","EA288 2.0 TDI","2.0L TD","Inline-4 Diesel","150","340"
"Volkswagen","Touareg","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","EA839 3.0 TSI","3.0L Turbo","V6 Turbo","340","450"
"Volkswagen","Touareg","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","EA897 3.0 TDI","3.0L TD","V6 Diesel","286","600"
"Volkswagen","Touareg","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","PHEV 3.0L V6","3.0L","V6 PHEV","462","700"
"Ford","Ranger","1983","present","TRUCK","GASOLINE;DIESEL","Automatic;Manual","RWD;4WD","Duratec 2.5L","2.5L","Inline-4","166","226"
"Ford","Ranger","1983","present","TRUCK","GASOLINE;DIESEL","Automatic;Manual","RWD;4WD","Duratorq 2.2L","2.2L TD","Inline-4 Diesel","150","375"
"Ford","Ranger","1983","present","TRUCK","GASOLINE;DIESEL","Automatic;Manual","RWD;4WD","Duratorq 3.2L","3.2L TD","Inline-5 Diesel","197","470"
"Ford","Everest","2003","present","SUV","DIESEL","Automatic;Manual","RWD;4WD","Duratorq 2.2L","2.2L TD","Inline-4 Diesel","150","375"
"Ford","Everest","2003","present","SUV","DIESEL","Automatic;Manual","RWD;4WD","Duratorq 3.2L","3.2L TD","Inline-5 Diesel","197","470"
"Ford","Explorer","1990","present","SUV","GASOLINE","Automatic","RWD;4WD","EcoBoost 2.3L","2.3L Turbo","Inline-4 Turbo","300","420"
"Ford","Explorer","1990","present","SUV","GASOLINE","Automatic","RWD;4WD","EcoBoost 3.5L","3.5L Turbo","V6 Turbo","365","475"
"Hyundai","Tucson","2004","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","G4NA","2.0L","Inline-4","155","196"
"Hyundai","Tucson","2004","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","G4KH","1.6L Turbo","Inline-4 Turbo","175","265"
"Hyundai","Tucson","2004","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","D4HA","2.0L TD","Inline-4 Diesel","186","400"
"Hyundai","Tucson","2004","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","Hybrid 1.6L","1.6L","Inline-4 Hybrid","230","265"
"Hyundai","Santa Fe","2000","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","G4KE","2.4L","Inline-4","191","241"
"Hyundai","Santa Fe","2000","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","G6DC","3.5L","V6","282","339"
"Hyundai","Santa Fe","2000","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","D4HB","2.2L TD","Inline-4 Diesel","200","440"
"Hyundai","i10","2007","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G3LA","1.0L","Inline-3","66","96"
"Hyundai","i10","2007","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G4HG","1.1L","Inline-4","65","95"
"Hyundai","i20","2008","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G4LA","1.2L","Inline-4","84","120"
"Hyundai","i20","2008","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G4FG","1.4L","Inline-4","100","132"
"Kia","Sportage","1993","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","G4NA","2.0L","Inline-4","150","192"
"Kia","Sportage","1993","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","G4KH","1.6L Turbo","Inline-4 Turbo","175","265"
"Kia","Sportage","1993","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","D4FD","1.7L TD","Inline-4 Diesel","141","340"
"Kia","Sportage","1993","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD;AWD","Hybrid 1.6L","1.6L","Inline-4 Hybrid","230","350"
"Kia","Sorento","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","G6DC","3.5L","V6","282","340"
"Kia","Sorento","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","G4KE","2.4L","Inline-4","191","232"
"Kia","Sorento","2002","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","FWD;AWD","D4HB","2.2L TD","Inline-4 Diesel","197","440"
"Kia","Picanto","2004","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G3LA","1.0L","Inline-3","66","95"
"Kia","Picanto","2004","present","HATCHBACK","GASOLINE","Automatic;Manual","FWD","G4HG","1.1L","Inline-4","65","95"
"Land Rover","Discovery","1989","present","SUV","GASOLINE;DIESEL","Automatic","4WD","AJ-V8","4.4L","V8","306","410"
"Land Rover","Discovery","1989","present","SUV","GASOLINE;DIESEL","Automatic","4WD","Ingenium Td6","3.0L TD","Inline-6 Diesel","306","700"
"Land Rover","Discovery","1989","present","SUV","GASOLINE;DIESEL","Automatic","4WD","Ingenium 2.0D","2.0L TD","Inline-4 Diesel","240","500"
"Land Rover","Discovery Sport","2014","present","SUV","GASOLINE;DIESEL","Automatic","AWD","Ingenium 2.0P","2.0L Turbo","Inline-4 Turbo","249","365"
"Land Rover","Discovery Sport","2014","present","SUV","GASOLINE;DIESEL","Automatic","AWD","Ingenium 2.0D","2.0L TD","Inline-4 Diesel","180","430"
"Land Rover","Range Rover Sport","2005","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","AJ-V8 5.0SC","5.0L SC","V8 Supercharged","550","680"
"Land Rover","Range Rover Sport","2005","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","Ingenium 3.0P","3.0L Turbo","Inline-6 Turbo","400","550"
"Land Rover","Range Rover Sport","2005","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic","4WD","Ingenium 3.0D","3.0L TD","Inline-6 Diesel","350","700"
"Audi","A4","1994","present","SEDAN;WAGON","GASOLINE;DIESEL","Automatic;Manual;S-Tronic","FWD;AWD","CVKA 2.0 TFSI","2.0L Turbo","Inline-4 Turbo","190","320"
"Audi","A4","1994","present","SEDAN;WAGON","GASOLINE;DIESEL","Automatic;Manual;S-Tronic","FWD;AWD","DEUA 2.0 TDI","2.0L TD","Inline-4 Diesel","190","400"
"Audi","Q5","2008","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;S-Tronic","AWD","2.0 TFSI","2.0L Turbo","Inline-4 Turbo","265","370"
"Audi","Q5","2008","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;S-Tronic","AWD","3.0 TFSI","3.0L Turbo","V6 Turbo","354","500"
"Audi","Q5","2008","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;S-Tronic","AWD","2.0 TDI","2.0L TD","Inline-4 Diesel","204","400"
"Audi","Q5","2008","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;S-Tronic","AWD","PHEV 2.0L","2.0L","Inline-4 PHEV","362","500"
"Peugeot","208","2012","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual","FWD","EB2 1.2 PureTech","1.2L Turbo","Inline-3 Turbo","130","230"
"Peugeot","208","2012","present","HATCHBACK","GASOLINE;DIESEL","Automatic;Manual","FWD","DV6F 1.6 BlueHDi","1.6L TD","Inline-4 Diesel","120","300"
"Peugeot","3008","2009","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD","EB2 1.2 PureTech","1.2L Turbo","Inline-3 Turbo","130","230"
"Peugeot","3008","2009","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD","EP6 1.6 THP","1.6L Turbo","Inline-4 Turbo","165","240"
"Peugeot","3008","2009","present","SUV","GASOLINE;DIESEL;HYBRID","Automatic;Manual","FWD","DW10 2.0 BlueHDi","2.0L TD","Inline-4 Diesel","150","370"
